更新时间,#genre#
20250408 04:27,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001


央视频道,#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://142.171.146.94:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://142.171.146.94:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://142.171.146.94:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://199.245.100.58:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://199.245.100.58:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://199.245.100.58:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://142.171.146.94:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://199.245.100.58:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://199.245.100.58:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://156.238.251.44:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://156.238.251.44:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://156.238.251.44:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://142.171.146.94:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://154.12.37.228:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://154.12.36.226:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://156.238.251.44:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://154.12.37.228:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://154.12.37.228:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://154.12.37.228:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://154.12.37.228:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://205.185.120.194:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://205.185.116.178:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://205.185.116.178:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://209.141.35.65:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://209.141.51.229:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://209.141.35.65:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://209.141.35.65:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://205.185.116.178:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://205.185.120.194:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://209.141.48.121:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://205.185.116.178:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://209.141.35.65:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://209.141.48.121:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://209.141.48.121:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://209.141.51.229:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://209.141.48.121:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://209.141.35.65:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://205.185.120.194:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://209.141.48.121:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://205.185.116.178:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://209.141.51.229:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://205.185.120.194:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://205.185.120.194:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://209.141.51.229:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://156.238.251.44:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://209.141.51.229:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://154.12.36.226:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://154.12.36.226:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://154.12.36.226:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://154.12.36.226:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://146.70.41.170:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://146.70.41.170:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://45.61.187.24:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://146.70.41.170:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://45.61.187.24:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://146.70.41.170:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://45.61.187.24:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://45.61.187.24:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://45.61.187.24:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://146.70.41.170:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://129.154.219.0:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://129.154.219.0:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://129.154.219.0:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://129.154.219.0:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://107.189.14.176:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://129.154.219.0:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://107.189.14.176:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://107.189.14.182:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://39.170.52.236:808/hls/1/index.m3u8
CCTV1,http://107.189.14.182:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://107.189.5.63:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://107.189.5.63:50001/TVOD/1000000001000021973/ystenlive/index.m3u8
CCTV1,http://107.189.5.63:50001/TVOD/5000000004000002226/bestzb/index.m3u8
CCTV1,http://107.189.14.176:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://107.189.5.63:50001/TVOD/5000000010000030810/bestzb/index.m3u8
CCTV1,http://107.189.5.63:50001/TVOD/1000000005000265001/ystenlive/index.m3u8
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9282&tk=e503191f8e20
CCTV1,http://107.189.14.176:50001/TVOD/1000000001000018602/ystenlive/index.m3u8
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6082&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8953&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3943&tk=b53028476470
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8451&tk=e640d0a1bf70
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2569&tk=e503191f8e20
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2328&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1705&tk=a0c4f6cfaba3
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4555&tk=a0c4f6cfaba3
